country;region;lifeExp;gdpPercap;pop
Cullman County;Cullman County;-0.070757;-0.0177;754
El Rancho Unified;El Rancho Unified;-1.745757;0.2231;754
Howell Township;Howell Township;1.276243;1.2017;754
Warwick;Warwick;0.698243;0.6365;753
West Windsor-Plainsboro R;West Windsor-Plainsboro R;2.450243;1.8781;752
Creighton Elementary District;Creighton Elementary District;-2.025757;-1.4791;751
Huron Valley Schools;Huron Valley Schools;0.368243;0.6434;750
Brick Township;Brick Township;0.303243;0.7638;750
Grand Blanc Community Schools;Grand Blanc Community Schools;0.340243;0.6457;749
Lee County Schools;Lee County Schools;0.253243;-0.6107;749
Fairfield City;Fairfield City;0.682243;0.4167;749
Arlington Central School District;Arlington Central School District;0.541243;1.1006;748
South Kitsap School District;South Kitsap School District;0.556243;0.5035;748
Indian River School District;Indian River School District;0.915243;-0.1002;747
Waterloo Comm School District;Waterloo Comm School District;-1.384757;-0.9615;747
Alameda City Unified;Alameda City Unified;0.461243;0.4199;746
Spartanburg 02;Spartanburg 02;0.022243;0.1638;746
Eau Claire Area School District;Eau Claire Area School District;0.277243;0.4703;745
Lompoc Unified;Lompoc Unified;-1.589757;-0.0447;744
North St Paul-Maplewood School Dist.;North St Paul-Maplewood School Dist.;0.576243;0.4696;744
Georgetown;Georgetown;-0.553757;-1.0009;743
New Britain School District;New Britain School District;-2.276757;-1.4902;742
Taylor School District;Taylor School District;-1.516757;-1.5209;742
Columbia;Columbia;0.473243;-0.6975;741
Elko County School District;Elko County School District;-0.808757;0.9785;740
Los Banos Unified;Los Banos Unified;-1.584757;-0.3908;739
Duluth Public School District;Duluth Public School District;0.451243;-0.0762;739
Mounds View Public School District;Mounds View Public School District;1.211243;0.9566;739
Lawrence;Lawrence;0.775243;0.6467;738
Calhoun County;Calhoun County;-0.051757;-0.4579;737
Eden Prairie Public School District;Eden Prairie Public School District;1.314243;1.3696;736
Jackson Township;Jackson Township;1.073243;1.0101;736
Yucaipa-Calimesa Joint Unified;Yucaipa-Calimesa Joint Unified;-1.041757;0.3948;735
Bulloch County;Bulloch County;-0.410757;-0.3506;734
Noblesville Schools;Noblesville Schools;1.242243;1.2094;734
Acadia Parish;Acadia Parish;-0.971757;-1.0042;734
Canton City;Canton City;-1.129757;-2.1795;732
Schenectady City School District;Schenectady City School District;-1.133757;-1.1457;731
Cons;Cons;0.753243;1.3456;730
St. Mary Parish;St. Mary Parish;-0.581757;-1.258;729
Lenoir County Public Schools;Lenoir County Public Schools;-0.367757;-1.0095;729
Old Bridge Township;Old Bridge Township;0.880243;1.2061;728
Morgan Hill Unified;Morgan Hill Unified;-0.656757;0.5996;727
Utica City School District;Utica City School District;-0.783757;-2.0327;725
Eastern Carver County Public School;Eastern Carver County Public School;1.055243;1.3105;724
Duplin County Schools;Duplin County Schools;-0.492757;-0.9742;724
Parkland;Parkland;1.190243;1.4066;724
Anderson 01;Anderson 01;0.376243;0.3445;723
Conway School District;Conway School District;0.783243;0.1191;719
Kings Canyon Joint Unified;Kings Canyon Joint Unified;-1.681757;-1.0081;719
North Syracuse Central School District;North Syracuse Central School District;0.103243;0.7425;719
Northwest Local - Cincinnati;Northwest Local - Cincinnati;0.159243;0.2295;719
Alta Loma Elementary;Alta Loma Elementary;0.205243;1.1117;718
Perth Amboy;Perth Amboy;-0.478757;-0.7356;718
Vineland City;Vineland City;-0.439757;-0.498;718
Belton;Belton;-0.120757;0.4928;718
Bonita Unified;Bonita Unified;0.468243;0.9851;717
Jackson Co. School District;Jackson Co. School District;-0.206757;-0.0024;717
Putnam County Schools;Putnam County Schools;0.510243;0.6983;717
Laurel County;Laurel County;0.151243;-0.6239;716
Montgomery Co. Public Schools;Montgomery Co. Public Schools;0.676243;0.659;716
Dothan City;Dothan City;-0.245757;-0.7798;715
Madison Elementary District;Madison Elementary District;0.226243;0.3457;715
Whittier City Elementary;Whittier City Elementary;-1.421757;-0.2649;715
Evanston CCSD;Evanston CCSD;1.280243;0.9689;715
St. Charles Parish;St. Charles Parish;-0.345757;-0.1806;715
Vernon Parish;Vernon Parish;-0.062757;-0.1964;715
St. Cloud Public School District;St. Cloud Public School District;-0.058757;-0.1443;715
Bellevue Public Schools;Bellevue Public Schools;-0.722757;0.886;715
Bridgewater-Raritan Regio;Bridgewater-Raritan Regio;1.754243;1.6474;715
Etowah County;Etowah County;-0.031757;0.2769;713
Arcadia Unified;Arcadia Unified;2.252243;1.3252;713
Burnsville Public School District;Burnsville Public School District;0.501243;0.8671;712
Crane Elementary District;Crane Elementary District;-1.193757;-0.8783;711
Laveen Elementary District;Laveen Elementary District;-1.538757;0.2968;711
Fountain Valley Elementary;Fountain Valley Elementary;0.721243;1.2615;711
Kenmore-Tonawanda Union Free School District;Kenmore-Tonawanda Union Free School District;0.203243;0.3067;711
Mead School District;Mead School District;0.951243;0.8701;711
Vermilion Parish;Vermilion Parish;-0.630757;-0.4652;710
Janesville School District;Janesville School District;0.131243;-0.4635;710
Wheeling CCSD;Wheeling CCSD;-0.662757;0.7355;709
National Elementary;National Elementary;-1.365757;-1.1762;708
Santee Elementary;Santee Elementary;0.014243;0.7168;708
Pueblo County School District;Pueblo County School District;0.751243;0.4669;707
Iron District;Iron District;0.241243;0.1581;706
Worthington City;Worthington City;1.056243;1.377;705
Snohomish School District;Snohomish School District;0.285243;1.0939;705
Los Alamitos Unified;Los Alamitos Unified;1.476243;1.5164;704
South Brunswick Township;South Brunswick Township;1.563243;1.7496;704
Walker County;Walker County;-0.272757;-0.5085;703
Canyon;Canyon;0.606243;0.982;702
Morongo Unified;Morongo Unified;-1.206757;-0.5286;701
Bastrop;Bastrop;-0.706757;-0.1065;701
Ankeny Comm School District;Ankeny Comm School District;0.943243;1.4262;700
Stillwater Area Public School Dist.;Stillwater Area Public School Dist.;1.517243;1.3721;700
Pawtucket;Pawtucket;-0.869757;-1.071;700
Desoto;Desoto;-0.696757;-0.0507;700
Grand Island Public Schools;Grand Island Public Schools;-0.459757;-0.0684;699
Hamilton City;Hamilton City;-0.262757;-1.4997;698
Scranton;Scranton;0.146243;-0.7511;698
Bayonne;Bayonne;0.447243;-0.2438;697
Chatham County Schools;Chatham County Schools;0.098243;0.2335;697
Oshkosh Area School District;Oshkosh Area School District;0.222243;0.3933;697
Fayetteville School District;Fayetteville School District;0.314243;0.2025;696
Mustang;Mustang;-0.296757;0.8053;696
Peninsula School District;Peninsula School District;0.717243;1.1137;696
East Allen County Schools;East Allen County Schools;0.002243;0.1575;695
Kentwood Public Schools;Kentwood Public Schools;0.231243;-0.2795;695
Manor;Manor;-1.452757;-0.2954;695
Barrington;Barrington;1.990243;1.7034;694
Marlboro Township;Marlboro Township;1.760243;1.9503;694
Comm Cons;Comm Cons;0.461243;0.5092;693
Dekalb County;Dekalb County;-1.166757;-0.6821;692
Western Placer Unified;Western Placer Unified;-0.781757;0.695;692
Owasso;Owasso;0.676243;0.9296;692
Mercer County Schools;Mercer County Schools;-0.899757;-0.6656;692
Dickinson;Dickinson;-0.249757;-0.1737;691
Greater Albany Public 8J;Greater Albany Public 8J;-0.644757;0.1663;690
Stanly County Schools;Stanly County Schools;-0.012757;0.007;689
Lamar County School District;Lamar County School District;-0.056757;0.4605;688
Easton Area;Easton Area;0.644243;0.1654;687
Calexico Unified;Calexico Unified;-2.440757;-1.2839;686
Pittsylvania Co. Public Schools;Pittsylvania Co. Public Schools;0.185243;-0.4408;686
Madison City;Madison City;0.762243;1.3939;685
Franklin Township Com;Franklin Township Com;0.727243;0.8203;685
Clarkstown Central School District;Clarkstown Central School District;0.829243;1.8072;685
Camden County;Camden County;0.221243;-0.1826;684
Avon Community;Avon Community;1.069243;1.0294;684
William Floyd Union Free School District;William Floyd Union Free School District;0.534243;0.4212;684
Port Arthur;Port Arthur;-1.544757;-1.752;684
Sheboygan Area School District;Sheboygan Area School District;0.166243;0.1106;683
Perris Elementary;Perris Elementary;-2.241757;-1.6367;682
Champaign;Champaign;0.330243;0.2135;681
School District No. 3 In The County Of El Paso And State Of;School District No. 3 In The County Of El Paso And State Of;0.133243;0.3552;679
Franklin County Schools;Franklin County Schools;0.001243;-0.3887;679
Limestone County;Limestone County;-0.771757;0.3861;678
Lincoln Unified;Lincoln Unified;-1.117757;0.0145;678
Christian County;Christian County;0.102243;-1.2895;678
Cherokee;Cherokee;-1.060757;-1.1704;677
South San Francisco Unified;South San Francisco Unified;-0.544757;0.9594;676
Greenwood 50;Greenwood 50;-0.697757;-1.0406;676
Sunnyvale;Sunnyvale;-0.402757;0.8123;675
Colquitt County;Colquitt County;-0.488757;-1.1504;675
Wayne Township;Wayne Township;0.980243;1.5712;675
Florence Unified School District;Florence Unified School District;-1.659757;0.5493;674
Beaumont Unified;Beaumont Unified;-0.658757;0.4988;674
West Des Moines Comm School District;West Des Moines Comm School District;0.652243;1.2098;673
Pike County;Pike County;0.426243;-0.7058;673
Chambersburg Area;Chambersburg Area;-0.230757;0.3192;673
Castro Valley Unified;Castro Valley Unified;1.151243;1.0764;672
Pontiac City School District;Pontiac City School District;-2.168757;-2.2229;672
Saginaw City School District;Saginaw City School District;-1.755757;-3.0163;672
Longwood Central School District;Longwood Central School District;0.106243;0.6253;672
Washington County School Dist.;Washington County School Dist.;-0.402757;0.0808;670
Hobbs Municipal Schools;Hobbs Municipal Schools;-1.626757;-0.3367;669
Campbell County School District #1;Campbell County School District #1;0.190243;0.8302;669
Jefferson Elementary;Jefferson Elementary;-1.237757;0.6166;667
Minnetonka Public School District;Minnetonka Public School District;1.979243;1.9463;667
Neshaminy;Neshaminy;0.941243;1.0743;667
Vicksburg Warren School Dist.;Vicksburg Warren School Dist.;-1.465757;-0.7456;666
Kenai Peninsula Borough School District;Kenai Peninsula Borough School District;0.135243;0.3184;665
Carteret County Public Schools;Carteret County Public Schools;0.851243;-0.2665;665
Lexington 02;Lexington 02;-0.934757;-0.5941;665
West Linn-Wilsonville 3J;West Linn-Wilsonville 3J;1.079243;1.2923;664
Lauderdale County;Lauderdale County;-0.107757;0.0962;663
St Clair County;St Clair County;-0.711757;0.2181;663
Twin Falls District;Twin Falls District;0.008243;-0.0321;663
Granville County Schools;Granville County Schools;-0.425757;-0.0857;662
East Brunswick Township;East Brunswick Township;1.776243;1.6245;661
Los Lunas Public Schools;Los Lunas Public Schools;-0.730757;-0.6149;661
Centralia Elementary;Centralia Elementary;-0.282757;0.3735;660
Decatur;Decatur;-0.996757;-1.2536;660
Raytown C-2;Raytown C-2;-0.566757;-0.2961;660
Jefferson County Schools;Jefferson County Schools;-0.163757;0.6413;660
Blount County;Blount County;-0.773757;-0.1732;659
Sampson County Schools;Sampson County Schools;-0.147757;-0.6737;658
Webster Central School District;Webster Central School District;0.624243;1.2474;657
Forney;Forney;0.649243;0.8615;657
Belvidere;Belvidere;-0.348757;0.1598;656
City of Monroe School District;City of Monroe School District;-0.417757;-2.6431;656
Jones Co. School District;Jones Co. School District;-0.938757;-0.1309;656
Mount Vernon City School District;Mount Vernon City School District;0.348243;-0.8784;656
Greenwich School District;Greenwich School District;1.609243;1.8741;655
Edina Public School District;Edina Public School District;2.051243;2.0167;653
Washington Township - Sewell;Washington Township - Sewell;0.879243;1.0478;653
Pender County Schools;Pender County Schools;0.225243;-0.1036;653
Bay City School District;Bay City School District;-0.483757;-0.3764;652
Surry County Schools;Surry County Schools;0.785243;-0.3908;652
Shoreline School District;Shoreline School District;0.940243;1.0598;652
Berkeley Unified;Berkeley Unified;-0.104757;0.7248;650
Channelview;Channelview;-0.683757;-0.3746;650
San Leandro Unified;San Leandro Unified;-1.419757;0.0534;648
East Penn;East Penn;0.967243;1.1717;648
Kingman Unified School District;Kingman Unified School District;-0.709757;-0.8762;646
Framingham;Framingham;0.583243;0.5875;646
Plymouth;Plymouth;1.387243;0.7225;646
Portage Public Schools;Portage Public Schools;0.793243;0.8252;646
Lyon County School District;Lyon County School District;-0.251757;-0.1348;646
Lorain City;Lorain City;-1.680757;-2.772;645
Scott County;Scott County;0.609243;-0.1696;644
Allegany County Public Schools;Allegany County Public Schools;0.498243;-0.2502;644
Decatur City;Decatur City;-0.541757;-0.6766;643
N. Little Rock School District;N. Little Rock School District;-0.849757;-1.4169;643
Bryant School District;Bryant School District;0.810243;0.3332;642
Quincy;Quincy;0.877243;0.5035;641
Redondo Beach Unified;Redondo Beach Unified;0.851243;1.3144;640
Sumter 17;Sumter 17;-0.687757;-1.3543;640
Dickson County School District;Dickson County School District;0.021243;0.0789;639
Temple;Temple;-1.137757;-0.1854;639
El Centro Elementary;El Centro Elementary;-1.628757;-1.6472;638
Cedar Hill;Cedar Hill;-0.537757;0.2939;637
Marietta City;Marietta City;-0.271757;-0.3662;636
Clovis Municipal Schools;Clovis Municipal Schools;-0.710757;-0.5489;636
West Clermont Local;West Clermont Local;0.844243;0.5524;636
Birmingham City School District;Birmingham City School District;1.611243;1.8062;635
Olympia School District;Olympia School District;0.816243;0.6741;635
Snowline Joint Unified;Snowline Joint Unified;-1.223757;0.1808;633
West Ottawa Public School District;West Ottawa Public School District;0.098243;-0.0151;632
Jefferson City;Jefferson City;0.583243;0.1543;632
Lufkin;Lufkin;-0.567757;-0.7604;631
Gadsden Elementary District;Gadsden Elementary District;-2.607757;-2.3408;630
Littleton Elementary District;Littleton Elementary District;-2.034757;-0.3628;630
Maricopa Unified School District;Maricopa Unified School District;-0.673757;0.6366;629
Midland Public Schools;Midland Public Schools;0.644243;0.7093;629
North Allegheny;North Allegheny;1.661243;1.9898;629
Longview;Longview;-0.771757;-0.7879;629
Davis Joint Unified;Davis Joint Unified;0.572243;1.3817;628
Vallivue School District;Vallivue School District;0.069243;-0.4448;628
Grosse Pointe Public Schools;Grosse Pointe Public Schools;1.176243;1.2545;628
Massapequa Union Free School District;Massapequa Union Free School District;1.520243;1.7212;628
Hoke County Schools;Hoke County Schools;-0.579757;-0.6341;628
Del Mar Union Elementary;Del Mar Union Elementary;2.280243;2.106;627
Lawndale Elementary;Lawndale Elementary;-1.157757;-0.3279;627
Council Bluffs Comm School District;Council Bluffs Comm School District;-0.385757;-0.2124;627
Haverhill;Haverhill;0.132243;-0.0952;627
Manalapan-Englishtown Reg.;Manalapan-Englishtown Reg.;0.967243;1.5899;625
New Lenox;New Lenox;0.339243;1.3778;624
Taunton;Taunton;0.968243;-0.2686;624
Coolidge Unified District;Coolidge Unified District;-0.960757;-0.287;623
Walker County;Walker County;-0.853757;-0.8359;622
Portage Township Schools;Portage Township Schools;0.705243;-0.2845;622
Spring-Ford Area;Spring-Ford Area;1.050243;1.375;621
Howell Public Schools;Howell Public Schools;0.693243;0.7789;620
Lake Stevens School District;Lake Stevens School District;0.515243;0.5013;619
Hanford Elementary;Hanford Elementary;-1.595757;-0.9951;618
Bristol School District;Bristol School District;0.107243;0.1975;618
Cumberland Valley;Cumberland Valley;1.472243;1.5333;617
Sumter 02;Sumter 02;-0.756757;-1.1763;617
Bedford County School District;Bedford County School District;-0.649757;-0.8145;615
Garvey Elementary;Garvey Elementary;-0.915757;-0.2302;614
Elmhurst;Elmhurst;1.710243;1.4673;614
Orland;Orland;1.459243;1.161;614
Oregon City;Oregon City;-0.113757;-0.1096;614
New Braunfels;New Braunfels;0.413243;0.5319;614
Caesar Rodney School District;Caesar Rodney School District;0.836243;0.4117;613
New Brunswick;New Brunswick;-1.527757;-0.7506;613
Hollister;Hollister;-1.547757;-0.1962;612
St. Martin Parish;St. Martin Parish;-0.847757;-1.0558;611
Frenship;Frenship;0.574243;0.4765;611
Sumner School District;Sumner School District;0.428243;0.5099;611
Anderson Community;Anderson Community;-0.488757;-0.9669;609
White Bear Lake School District;White Bear Lake School District;0.812243;0.9101;609
Patchogue-Medford Union Free School District;Patchogue-Medford Union Free School District;-0.677757;0.8807;609
Centerville City;Centerville City;1.235243;1.2454;609
Morgan County;Morgan County;-0.496757;0.2846;608
Bryan County;Bryan County;0.462243;0.3773;608
Rosedale Union Elementary;Rosedale Union Elementary;-0.603757;1.1164;606
Carson City School District;Carson City School District;-0.418757;-0.1931;606
Altoona Area;Altoona Area;0.213243;-0.4834;606
Pulaski County;Pulaski County;0.500243;-0.5716;605
Willoughby-Eastlake City;Willoughby-Eastlake City;0.894243;0.4563;605
Chilton County;Chilton County;-0.465757;-0.7691;604
Youngstown City Schools;Youngstown City Schools;-1.689757;-2.9793;604
Mentor Exempted Village;Mentor Exempted Village;1.150243;0.7832;604
Egg Harbor Township;Egg Harbor Township;-0.075757;0.6526;603
Lynchburg City;Lynchburg City;-0.002757;-0.9543;603
Talladega County;Talladega County;-0.597757;-0.582;602
Oak Park ESD;Oak Park ESD;1.497243;1.1919;602
Wachusett;Wachusett;1.984243;1.5322;601
Clarkston Community School District;Clarkston Community School District;1.093243;0.8317;601
West Allis School District;West Allis School District;0.191243;-0.3156;601
Haverstraw-Stony Point CSD (North Rockland);Haverstraw-Stony Point CSD (North Rockland);0.038243;0.841;600
West Shore;West Shore;0.810243;0.9807;600
Moses Lake School District;Moses Lake School District;-0.195757;-0.5103;599
Novato Unified;Novato Unified;0.321243;0.9551;598
Brownsburg Community;Brownsburg Community;1.089243;1.3389;597
Center Grove Com;Center Grove Com;1.171243;1.3745;597
Lennox Elementary;Lennox Elementary;-1.471757;-0.9042;595
Vance County Schools;Vance County Schools;-0.311757;-1.7281;595
School District N. 14 In The County Of Adams & State Of Colo;School District N. 14 In The County Of Adams & State Of Colo;-1.392757;-0.8389;594
Carroll;Carroll;2.550243;2.3105;594
Cypress Elementary;Cypress Elementary;0.405243;1.1137;592
Franklin Township - Hillsborough;Franklin Township - Hillsborough;-0.063757;1.1698;592
Commack Union Free School District;Commack Union Free School District;1.099243;1.8833;592
Campbell Co. Public Schools;Campbell Co. Public Schools;0.031243;-0.0671;591
Meriden School District;Meriden School District;-0.654757;-0.6739;590
Monroe;Monroe;0.651243;0.388;590
Forest Lake Public School District;Forest Lake Public School District;0.414243;0.7632;590
Richmond County Schools;Richmond County Schools;-0.791757;-1.4766;590
Plainfield;Plainfield;-1.382757;-0.8826;588
Newark Unified;Newark Unified;-1.282757;0.4938;587
La Habra City Elementary;La Habra City Elementary;-1.237757;0.2866;586
East Ramapo Central School District (Spring Valley);East Ramapo Central School District (Spring Valley);-0.851757;0.2851;586
Three Village Central School District;Three Village Central School District;1.207243;1.8954;586
Haywood County Schools;Haywood County Schools;0.896243;0.0806;586
Tift County;Tift County;-0.328757;-0.9682;585
Crown Point Community;Crown Point Community;1.181243;0.9739;585
Lake Orion Community Schools;Lake Orion Community Schools;1.171243;1.0051;585
Beavercreek City;Beavercreek City;1.223243;1.3602;585
Arlington Heights;Arlington Heights;1.985243;1.7927;584
Orange County Schools;Orange County Schools;0.673243;0.0862;584
Buena Park Elementary;Buena Park Elementary;-0.818757;-0.0363;583
Oak Hills Local;Oak Hills Local;0.913243;0.8985;583
Coffee County;Coffee County;-0.212757;-0.7574;582
Spartanburg 05;Spartanburg 05;0.061243;0.4879;582
La Porte;La Porte;0.154243;0.6138;582
Prior Lake-Savage Area Schools;Prior Lake-Savage Area Schools;1.254243;1.4134;581
Midlothian;Midlothian;0.547243;0.9912;581
Fountain, School District No. 8, In The County Of El Paso An;Fountain, School District No. 8, In The County Of El Paso An;0.614243;0.2674;580
San Marcos CISD;San Marcos CISD;-0.464757;-0.2999;580
Culpeper Co. Public Schools;Culpeper Co. Public Schools;0.258243;0.6389;580
Washington Unified;Washington Unified;-1.291757;-0.3576;578
Malden;Malden;0.185243;-0.2526;578
Rockford Public Schools;Rockford Public Schools;0.719243;1.1837;578
Forest Hills Local;Forest Hills Local;1.652243;1.515;578
Weatherford;Weatherford;-0.004757;0.2597;578
Wausau School District;Wausau School District;0.149243;0.2718;578
Sumter;Sumter;0.849243;-0.5064;577
Jessamine County;Jessamine County;0.032243;-0.0984;577
North Bergen;North Bergen;-0.118757;-0.2539;577
Marion County Schools;Marion County Schools;-0.116757;-0.1829;577
Mapleton, School District No. 1, In The County Of Adams & St;Mapleton, School District No. 1, In The County Of Adams & St;-0.731757;-0.1683;576
Methuen;Methuen;0.355243;0.6412;576
York City;York City;-1.329757;-2.9353;576
Murray County;Murray County;0.051243;-0.4561;575
Pennridge;Pennridge;0.936243;1.0794;575
Joplin R-VIII;Joplin R-VIII;0.094243;-0.7694;574
Polk County;Polk County;-0.646757;-1.0284;573
Maywood-Melrose Park-Broadview;Maywood-Melrose Park-Broadview;-1.582757;-0.9542;573
Medina City;Medina City;1.160243;0.89;573
Lake Travis;Lake Travis;1.556243;1.6203;573
Tahoma School District;Tahoma School District;1.469243;1.3693;573
Humboldt Unified District;Humboldt Unified District;0.158243;-0.2315;572
Union Township;Union Township;0.152243;0.8373;572
Springfield City;Springfield City;-1.480757;-1.8765;572
Millcreek Township;Millcreek Township;0.177243;0.874;572
East Stroudsburg Area;East Stroudsburg Area;0.362243;-0.0161;571
Chesterfield;Chesterfield;-0.746757;-1.2772;571
Johnson City School District;Johnson City School District;0.476243;-0.4907;571
Valdosta City;Valdosta City;-0.734757;-1.7646;570
Waukee Comm School District;Waukee Comm School District;1.244243;1.637;570
Queen Anne's County Public Schools;Queen Anne's County Public Schools;0.958243;0.9578;570
South Lyon Community Schools;South Lyon Community Schools;1.092243;0.826;570
Beaufort County Schools;Beaufort County Schools;0.012243;-0.4838;570
Fallbrook Union Elementary;Fallbrook Union Elementary;-1.072757;0.3303;569
Northville Public Schools;Northville Public Schools;1.348243;1.8629;569
Seneca Valley;Seneca Valley;1.187243;1.4381;569
Eanes;Eanes;1.803243;2.1939;569
Wenatchee School District;Wenatchee School District;-0.651757;0.0681;569
Queen Creek Unified District;Queen Creek Unified District;0.484243;0.9967;568
Hillsborough Township;Hillsborough Township;1.455243;1.6086;568
Jefferson County School Dist.;Jefferson County School Dist.;-1.384757;-0.4667;568
East Meadow Union Free School District;East Meadow Union Free School District;1.568243;1.6291;567
Wilkes-Barre Area;Wilkes-Barre Area;-0.338757;-1.1021;567
Waxahachie;Waxahachie;-0.109757;-0.0099;567
Buckeye Union Elementary;Buckeye Union Elementary;0.782243;1.3794;566
Walton;Walton;0.696243;-0.2818;566
Elmont Union Free School District;Elmont Union Free School District;0.155243;0.8624;565
Butler Area;Butler Area;0.507243;0.1864;565
Geary County Schools;Geary County Schools;0.744243;-0.1393;564
Liverpool Central School District;Liverpool Central School District;0.071243;0.6591;563
West Fargo;West Fargo;0.179243;0.8047;563
Round Lake;Round Lake;-1.647757;-0.4629;562
Brunswick City;Brunswick City;1.075243;0.7095;562
Lower Merion;Lower Merion;2.566243;1.9794;562
Jackson County;Jackson County;0.395243;0.0696;561
Levittown Union Free School District;Levittown Union Free School District;1.274243;1.4097;561
Monroe-Woodbury Central School District;Monroe-Woodbury Central School District;0.441243;1.679;560
Abington;Abington;1.327243;1.0839;560
Montgomery;Montgomery;0.745243;0.9048;560
Copperas Cove;Copperas Cove;-0.371757;-0.2057;559
Sheldon;Sheldon;-1.032757;-0.648;559
Yukon;Yukon;0.035243;0.511;558
Chicopee;Chicopee;0.263243;-0.8891;557
Mankato Public School District;Mankato Public School District;0.978243;0.456;557
Sylvania City;Sylvania City;0.963243;0.9347;557
San Ysidro Elementary;San Ysidro Elementary;-1.297757;-0.3459;556
Edwardsville;Edwardsville;1.171243;1.1115;556
Shakopee Public School District;Shakopee Public School District;0.822243;1.1559;556
Parsippany-Troy Hills Tow;Parsippany-Troy Hills Tow;1.253243;1.4785;553
Spartanburg 07;Spartanburg 07;-0.968757;-1.2613;553
Hawkins County School District;Hawkins County School District;-0.800757;-0.9476;553
Red Oak;Red Oak;-0.078757;0.6085;553
Dalton City;Dalton City;-0.383757;-0.6272;552
Helena Elem.;Helena Elem.;-0.197757;0.7694;551
Cumberland County School Dist.;Cumberland County School Dist.;-0.787757;-0.2866;551
Roane County School District;Roane County School District;-0.893757;-0.2303;551
Auburn City;Auburn City;0.826243;0.7491;550
Downers Grove GSD;Downers Grove GSD;1.355243;1.5054;550
Franklin Co. Public Schools;Franklin Co. Public Schools;0.767243;-0.3928;550
Washington Co. Public Schools;Washington Co. Public Schools;0.603243;-0.1324;550
Edgecombe County Schools;Edgecombe County Schools;-1.189757;-1.2563;549
Bensalem Township;Bensalem Township;-0.038757;0.3498;549
Tupelo Public School Dist.;Tupelo Public School Dist.;-0.560757;-0.402;548
Evesham Township;Evesham Township;0.880243;1.5262;548
Boyertown Area;Boyertown Area;1.211243;1.0132;548
Midway;Midway;0.992243;1.0975;548
Franklin Pierce School District;Franklin Pierce School District;-0.364757;-0.5857;548
Santa Rosa Elementary;Santa Rosa Elementary;-1.268757;0.1134;547
Union Elementary;Union Elementary;1.344243;1.4981;547
Capital School District;Capital School District;-0.333757;-0.7596;547
Kettering City;Kettering City;0.589243;0.1562;547
Henry Co. Public Schools;Henry Co. Public Schools;0.476243;-0.9988;547
Buckeye Elementary District;Buckeye Elementary District;-1.550757;0.2023;546
Dublin Unified;Dublin Unified;0.790243;1.4536;544
Wayne County Schools;Wayne County Schools;-0.179757;-0.2926;544
Stratford School District;Stratford School District;0.514243;0.6026;543
Gahanna-Jefferson City;Gahanna-Jefferson City;0.717243;1.1877;543
Coatesville Area;Coatesville Area;0.207243;0.2346;543
Harrisburg City;Harrisburg City;-2.465757;-2.5684;542
State College Area;State College Area;1.356243;1.2186;542
Gainesville City;Gainesville City;-0.857757;-0.747;541
Seguin;Seguin;-0.737757;-0.5565;541
Garden City;Garden City;-0.389757;0.3218;540
Irvington Township;Irvington Township;-1.178757;-1.5685;540
Glendora Unified;Glendora Unified;0.700243;1.0751;539
San Luis Coastal Unified;San Luis Coastal Unified;-0.013757;0.8414;539
Harlem Ud;Harlem Ud;-0.409757;-0.0649;539
Hopkins Public School District;Hopkins Public School District;0.825243;0.9219;539
Habersham County;Habersham County;-0.407757;-0.2251;537
Moline USD;Moline USD;-0.130757;0.0867;537
Warsaw Community Schools;Warsaw Community Schools;0.472243;-0.0082;537
De Soto;De Soto;1.024243;1.5769;537
M S D Southwest Allen County;M S D Southwest Allen County;1.292243;1.4938;536
Souderton Area;Souderton Area;1.432243;1.5083;536
Central Elementary;Central Elementary;-0.469757;0.3009;535
Milford School District;Milford School District;0.769243;1.011;535
Piscataway Township;Piscataway Township;1.139243;1.0937;535
Boerne;Boerne;0.842243;1.6403;535
Lancaster;Lancaster;-1.369757;-0.4906;535
Los Altos Elementary;Los Altos Elementary;3.020243;2.3369;534
Lafayette School Corporation;Lafayette School Corporation;0.022243;-0.9916;534
Van Buren Public Schools;Van Buren Public Schools;-0.371757;-0.2479;534
Glenview CCSD;Glenview CCSD;1.806243;1.7085;533
Lee County School District;Lee County School District;-1.086757;-0.6064;533
West Seneca Central School District;West Seneca Central School District;1.144243;0.52;533
Chester-Upland;Chester-Upland;-1.658757;-3.0908;533
Hempfield;Hempfield;1.186243;0.9197;533
Greene County School District;Greene County School District;-1.001757;-0.4934;533
Little Lake City Elementary;Little Lake City Elementary;-0.769757;0.3075;532
Mccracken County;Mccracken County;0.449243;0.2678;532
Avon Grove;Avon Grove;0.908243;1.2894;531
Salina;Salina;0.080243;0.0233;530
Elyria City Schools;Elyria City Schools;-0.487757;-0.935;530
Mchenry CCSD;Mchenry CCSD;-0.025757;0.2885;529
North Forest;North Forest;-1.489757;-1.5785;528
Kingsport City School District;Kingsport City School District;0.108243;-0.4059;526
Elmbrook School District;Elmbrook School District;1.697243;1.8246;526
Franklin;Franklin;2.434243;1.3677;525
Pascagoula School Dist.;Pascagoula School Dist.;-1.064757;-1.3364;525
Oakley Union Elementary;Oakley Union Elementary;-0.804757;0.4214;524
Westfield;Westfield;2.093243;2.1094;524
Trumbull School District;Trumbull School District;2.056243;1.8198;523
Highland Park - Dallas;Highland Park - Dallas;2.772243;2.3034;523
Uintah District;Uintah District;-0.208757;0.4878;522
